Recipe_ID,Cuisine,Recipe_Name,Description
1021,harissa-recipes,mackerel-orange-harissa-glaze,"The distinct taste of this oily-textured fish works brilliantly with Asian flavours, including garlic, spices, ginger and soy sauce"
1022,harissa-recipes,slow-cooked-harissa-lamb,"Try this slow cooked harissa lamb as an alternative roast. We love the texture – it’s half-roasted and half-pulled, fork-tender but still easy to carve"
1023,harissa-recipes,spicy-harissa-chicken-lentils,"This healthy one-pot from reader Sarah Oliver with chicken thighs, Puy lentils and harissa is packed with flavour - hearty, filling and low in calories"
1024,harissa-recipes,harissa-chicken-traybake,"Everyone loves an easy traybake, this chicken dish with spicy harissa paste is roasted to perfection with garlic, potatoes and cherry tomatoes"
1025,harissa-recipes,chicken-harissa-tomatoes,"Quick and easy midweek chicken supper recipe, with just a little hint of spice"
1026,harissa-recipes,harissa-chicken-chickpea-salad,"A low-fat, fibre-filled supper with a superhealthy side - just the thing for midweek"
1027,harissa-recipes,aubergine-halloumi-harissa-skillet-bake,"Make this special vegetarian aubergine, halloumi, tomato and harissa skillet bake for a midweek meal for two. It's an easy one-pan dinner to share"
1028,harissa-recipes,harissa-sticky-chicken-couscous,No chickpeas in the cupboard? Use cannellini or kidney beans in this easy chicken dish with fragrant coriander couscous and a spicy harissa paste glaze
1030,miso-recipes,matcha-miso-pancakes,"Try an umami twist on pancakes using matcha and spinach, topped with whipped cream and a miso caramel sauce. The perfect dish to try on Shrove Tuesday"
1031,miso-recipes,miso-ginger-prawn-noodle-salad,"Enjoy a prawn noodle salad for a quick and easy dinner. With punchy miso and ginger flavours, it’s low in fat and calories and takes just 15 minutes to make"
1032,miso-recipes,miso-butternut-squash-ramen,Mash the squash in this ramen into the base to make a lovely creamy soup with a hint of sweetness. Top with purple sprouting broccoli or any veg you have in the fridge
1033,miso-recipes,miso-aubergines,"An easy, low-fat, low-calorie recipe for miso-glazed aubergines, full of umami flavours. This dish so rich and meaty, it's hard to believe it's vegan"
1034,miso-recipes,tahini-miso-noodles-with-crispy-broccoli-sausages,Do something different with broccoli with this umami bowl of noodles. A crispy chilli oil topping really enhances the dish – it’s well worth investing in a jar
1036,miso-recipes,miso-marinated-salmon,Ever wondered what to do with the Japanese paste miso? This variation of a classic Nobu fish dish is a great place to start
1037,miso-recipes,miso-beansprout-rolls,"Try these healthy, Asian-inspired omelettes filled with stir-fried vegetables and brown rice. Miso provides energising B vitamins and probiotic bacteria"
1038,miso-recipes,miso-glazed-roast-ham,"A succulent, sweet and savoury roast ham makes the perfect centrepiece for a Sunday dinner with family and friends, especially at Christmas"
1039,miso-recipes,miso-caramel-chicken-wings,Love salted caramel? Then you must try miso caramel. These chicken wings are coated in it to deliver the ultimate salty-sweet hit that's finger-licking good
1040,miso-recipes,miso-chicken-rice-soup,"Ditch the noodles and try a healthy Japanese ramen with rice, flavoured with miso, soy, mirin and spring onions"
1041,miso-recipes,miso-spinach-toast,"Fancy a change from cheese on toast? Treat your tastebuds to miso, spinach, spring onions and sesame seeds. Easy to make, it takes just 10 minutes to plate up"
1042,miso-recipes,miso-noodles-fried-eggs,"This quick and healthy veggie dinner has a base of wholemeal noodles for a filling, fibre-rich supper. It's packed with 4 of your 5-a-day, plus vitamin C and iron too"
1043,miso-recipes,miso-salmon-ginger-noodles,"Try this healthy dinner dish of wholemeal noodles, peppers, leeks and spinach and omega-3-rich salmon fillets. It's ready in under 25 minutes"
1044,miso-recipes,grilled-miso-salmon-rice-noodles,"Glaze succulent salmon fillets in miso, balsamic vinegar and soy, then serve on a bed of noodles and beansprouts for an easy and quick dinner party main"
1045,miso-recipes,miso-burgers-mint-pomegranate-slaw,"If you're after some healthy vegetarian burgers look no further than these, made with chickpeas plus a delicious mint and pomegranate slaw on the side"
1046,miso-recipes,miso-roasted-tofu-sweet-potato,"A blend of miso and mirin give this extra-special tofu dish added depth of flavour. This simple vegan main course is flavourful, fresh and filling"
1047,miso-recipes,saucy-miso-mushrooms-udon-noodles,Portobello mushrooms take centre stage in this satisfying Japanese-style vegetarian supper - swap for salmon fillets if you prefer
1048,miso-recipes,sweetcorn-pancetta-orzotto,"Think of this summery dish like a risotto, but made with orzo instead of rice. Charring the corn creates smoky depth that's amplified by the pancetta"
1049,miso-recipes,miso-broccoli-egg-quinoa-salad,"Pack a lunch that will power you through the afternoon with this healthy miso and lime-dressed salad with broccoli, peas, boiled egg and radishes. It's tasty and full of goodness"
1050,miso-recipes,miso-brown-rice-chicken-salad,"Low in fat and a great source of iron, this Japanese-inspired meal gets the 'superhealthy' tag"
1051,miso-recipes,miso-brown-rice-broccoli-salad-fiery-prawns,Fermented miso soya bean paste adds an extra savoury hit to this nutritious rice dish topped with fiery chilli-fried prawns
1052,miso-recipes,miso-roast-salmon-lentil-pomegranate-salad,"Try our salmon, lentil and pomegranate salad for a nutrient-packed supper. It's high in fibre and iron and delivers two of your five-a-day"
1053,tamarind-recipes,tamarind-aubergine-black-rice-mint-feta,"Aim to impress vegetarian dinner party guests with a modern meat-free main, flavoured with tangy tamarind paste, chilli and sesame seeds"
1054,tamarind-recipes,julies-kari-ikan-malaysian-fish-curry,"Indulge in this fish curry on a Friday night. Light and fresh, yet rich and spicy, enjoy with a big bowl of steamed rice - ideally using your hands!"
1055,tamarind-recipes,tamarind-prawn-curry,"Our tamarind prawn curry will quickly become a family favourite. It's quick, healthy and low in fat and calories"
1056,tamarind-recipes,apple-date-tamarind-chutney,Add tamarind to this chutney for a lovely lip-puckering sourness. Fill a couple of jars and give away to your favourite cheese lovers at Christmas
1058,tamarind-recipes,quick-chickpea-chard-tamarind-curry,"Give this vegan curry a lift with some tamarind, chickpeas and chard – it packs in real depth of flavour. Serve with brown rice"
1059,tamarind-recipes,tamarind-squash-halloumi-skewers,"Do something different with barbecued halloumi. Marinated in spices, these cheese and butternut squash skewers are an irresistible mix of sweet and savoury"
1060,tamarind-recipes,nasi-lemak,"Enjoy Singaporean-style nasi lemak, with fragrant rice cooked in coconut milk, sambal (chilli sauce), a fried egg and a crunchy anchovy and peanut topping"
1061,tamarind-recipes,sweet-potato-corn-cakes-with-tamarind-bacon-avocado,"Enjoy golden, Jamaican-inspired sweet potato and corn cakes with sticky, sweet bacon and crushed avocado with chilli"
1062,tamarind-recipes,spicy-tamarind-prawns,"Spicy tamarind paste, a zesty lime mayo and chilli prawns make this 15-minute meal something special. Try this quick and refreshing midweek supper for two"
1063,tamarind-recipes,seared-beef-papaya-salad-tamarind-soy-dressing,"Tropical papaya pairs well with beef, prawns or pork in Asian salads. The sweet dressing and crispy onion topping tie the whole recipe together"
1064,tamarind-recipes,tomato-tamarind-fish-curry,"Use a sustainable white fish like hake and serve up this healthy, Indian spice-pot with green beans and coriander"
1065,tamarind-recipes,sticky-tamarind-tomato-spinach-whirl,"Try this riff on a Greek spanakopita. With a sticky-sweet, spiced and tangy twist, it's a spectacular veggie centrepiece for any special occasion"
1066,tamarind-recipes,tamarind-chickpeas,Tamarind and fennel seeds complement each other in this vegetarian dish from Uttar Pradesh
1067,tamarind-recipes,new-potato-tamarind-salad,"Tamarind is commonly used to flavour potatoes in India, and makes this low-fat salad authentic and punchy"
1068,tamarind-recipes,coconut-tamarind-chicken-curry,"This creamy tropical Indian one-pot is perfect for an informal, help-yourself dinner party with friends"
1069,tamarind-recipes,tamarind-chicken-golden-mash,"The tang of tamarind works really well with creamy mash, spiced up with curry paste"
1072,tamarind-recipes,indian-spiced-salmon,"Spice up your salmon for an easy midweek meal with a bit of wow factor, or even for a casual dinner party. Indian spices and tamarind bring depth of flavour"
1073,tamarind-recipes,crab-curry,"Use pots of white and brown crabmeat, or pick the meat from fresh crab for this tasty Sri Lankan crab curry. Tamarind adds a lovely sweet and sour note"
1074,tamarind-recipes,cauliflower-tomato-curry,This filling vegetarian curry is flavoured with green chillies and tamarind - use curry paste or a garam masala for a midweek cheat
1075,tamarind-recipes,ayam-kapitan-captains-curry,This moreish and authentic Malaysian chicken curry combines tangy tamarind and creamy coconut milk for a real depth of flavour
1076,noodle-recipes,singapore-noodles-0,"A low-fat, low-calorie stir-fry of pork and prawns, flavoured with teriyaki, madras and five-spice powder"
1078,noodle-recipes,chicken-chashu-shoyu-ramen,Make this comforting Japanese noodle soup using pan-fried rolled chicken (chashu) and noodles in a delicious broth. Top with eggs and nori if you like
1079,noodle-recipes,peking-style-noodles,Delectable Peking-style noodles
1080,noodle-recipes,turkey-lemongrass-curry-noodle-soup,"Craving hot, spicy and crunchy things after Christmas when the festive food has been so rich? This hits the spot every time and also uses up leftover turkey"
1081,noodle-recipes,spicy-tofu-tahini-noodle-salad,"Whip up this easy noodle salad. With minimal cooking involved, it helps on the energy usage front. Switch up the veg depending on what’s in season"
1082,noodle-recipes,golden-syrup-broccoli-noodles,"This recipe is taken from Miguel Barclay’s Vegan One Pound Meals, you can listen to him talk about this recipe and others on the Cook Smart podcast"
1087,noodle-recipes,spicy-rice-noodle-salad-with-smoked-mackerel,"Make this rice noodle salad topped with smoked mackerel flakes. The spicy dressing provides pleasant heat, but you can use less chilli, if you like"
1088,noodle-recipes,superhealthy-singapore-noodles,"These noodles have it all - healthy, flavour-packed and quick to make, they're sure to be a midweek staple"
1089,noodle-recipes,golden-noodle-soup-with-soft-boiled-eggs,"Kids can learn how to cook noodles and boil an egg with this simple noodle soup recipe. If they like spice, they can add chilli too"
1090,noodle-recipes,thai-pesto-prawn-noodles,"Whizz up a pesto with a difference by blending basil, coriander, peanuts, chilli and lime, then serve on egg noodles with flash-fried prawns"
1091,noodle-recipes,spicy-mushroom-broccoli-noodles,Shiitake mushrooms provide 'meaty' texture and flavour in this healthy vegetarian stir-fry – top with roasted cashews for extra crunch and nuttiness
1092,noodle-recipes,vermicelli-noodle-beef-salad,"Cook our spicy beef dish for dinner, then use the leftovers to make this fast noodle salad with a fresh and punchy dressing"
