Recipe_ID,Category,Recipe_Name,Preparation_Time,Cooking_Time,Image URL,Description,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
879,tapas-recipes,seared-beef-grilled-pepper-caper-berry,10 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beef-3c6b0d0.jpg?quality=90&resize=440,400","This Spanish beef, pepper and caper berry skewer is great for a tapas evening or dinner party",99,6,2,1,0,0,11,0.5
880,tapas-recipes,spanish-skewers,20 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spanish-skewers-d622eb7.jpg?quality=90&resize=440,400","A nod to traditional tapas, these freezable party canapés of potatoes, red pepper and chorizo can be made in advance",54,4,2,3,1,1,2,0.1
881,tapas-recipes,andalusian-style-chicken,10 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/andalusian-style-chicken-afca543.jpg?quality=90&resize=556,505","Spicy, sweet and fragrant, this one-pot tastes even better if you make it ahead - a tasty addition to any tapas or buffet spread",236,11,1,11,10,1,23,0.5
882,tapas-recipes,ham-croquetas,25 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ham-croquetas-6102656.jpg?quality=90&resize=440,400","A typically Spanish snack that makes great party food. Well worth the effort, these crisp, golden brown bites have a creamy Ibérico ham and leek filling",99,6,1,9,1,0,3,0.3
884,tapas-recipes,pancetta-date-chorizo-meatballs,20 mins,1 hr and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pancetta-date-chorizo-meatballs-b40cf60.jpg?quality=90&resize=440,400","Stuff medjool dates with chorizo and wrap in pancetta for a new take on meatballs, with a simple tomato sauce. A great tapas-style dish for entertaining",700,33,12,64,21,7,34,4.1
885,tapas-recipes,citrus-fennel-marinated-olives,10 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/citrus-fennel-marinated-olives-4fa15a9.jpg?quality=90&resize=440,400","This simple tapas dish can be made well in advance - the longer they are left, the more flavour the olives will absorb",193,19,3,3,0,2,1,1.2
886,tapas-recipes,simmered-squid,20 mins,1 hr and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1176473_12-3adca0c.jpg?quality=90&resize=440,400","This dish of calamari in red wine, fennel, rosemary and tomatoes is perfect served as a tapa or simply with rice or new potatoes",352,8,2,12,7,2,41,0.8
887,tapas-recipes,clams-sherry-serrano-ham,5 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/clams-with-sherry-serrano-ham-93de2aa.jpg?quality=90&resize=556,505","Sweet clams and salty ham are a perfect combination, and this tapas dish or sharing starter can be made in minutes",153,5,1,5,2,1,15,1.8
888,tapas-recipes,parsley-omelette-olive-ricotta,10 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/parsley-omelette-with-olive-ricotta-bbf2810.jpg?quality=90&resize=556,505",Wrap herby omelette around a creamy cheese filling and top with juicy oven-roasted tomatoes to make delicately flavoured nibbles to share,220,18,5,2,2,1,10,0.6
889,tapas-recipes,baby-potatoes-sea-salt-herb-salsa,10 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baby-potatoes-in-sea-salt-with-herb-salsa-cb0f0fa.jpg?quality=90&resize=556,505",These herb-crusted new potatoes and piquant salsa are perfect partners in this tasty tapas or side dish,259,17,2,22,2,3,2,3.9
890,tapas-recipes,crispy-squid-capers,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338493_12-48d63bd.jpg?quality=90&resize=440,400",Try making our crispy calamari and serve with an easy garlic mayo for a sharing starter or as part of a seafood feast,287,18,3,22,1,1,11,0.58
891,tapas-recipes,ham-peach-nibbles,15 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ham-and-peach-nibbles-bbf2810.jpg?quality=90&resize=556,505",These super simple juicy bites are bursting with bold flavours - a perfect pre-dinner canapé or easy tapas dish,21,1,0,1,1,0,2,0.3
892,tapas-recipes,spanish-tomato-salad,25 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spanishsalad-ee34578.jpg?quality=90&resize=440,400","Combine Serrano ham, manchego cheese and different varieties of tomato, drizzle with an almond parsley dressing, for a light summer side or tapas dish",406,31,9,13,12,5,18,1.4
893,tapas-recipes,stuffed-grilled-vegetable-bites,15 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/stuffed-grilled-vegetable-bites-5abb4a6.jpg?quality=90&resize=440,400","These delicious vegetarian tapas bites are filled with creamy ricotta, sundried tomatoes and basil - a perfect dinner party nibble",119,9,3,3,2,2,5,0.1
894,tapas-recipes,warm-chickpea-chorizo-pepper-salad,10 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-263_11-9d07daa.jpg?quality=90&resize=440,400",A rough-and-ready salad bursting with Mediterranean flavours - great as a starter or main,629,45,11,30,0,7,29,3.61
895,tapas-recipes,sauteed-chorizo-red-wine,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sauteed-chorizo-with-red-wine-3d0956b.jpg?quality=90&resize=556,505","These chunks of spicy sausage in a rich glaze of garlic, honey and red wine are sure to disappear quickly from a buffet or tapas spread",441,32,12,11,10,1,23,1.8
896,vegetarian-greek-recipes,greek-bouyiourdi,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/greek-bouiyourdi-54f3d79.jpg?quality=90&resize=440,400","Enjoy this baked feta with tomatoes, garlic and chilli as part of a meze lunch. It's perfect for scooping up with warm pitta breads alongside a Greek salad or use keto bread for a keno-friendly version",243,21,8,4,4,1,8,1.3
900,vegetarian-greek-recipes,spring-greens-spanakopita,45 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spring-greens-spanakopita-b251ae1.jpg?quality=90&resize=440,400","Combine seasonal spring greens with creamy ricotta and fresh herbs, then wrap them in crisp filo pastry. Eating your greens has never been so enjoyable",430,30,16,22,3,5,15,1
901,vegetarian-greek-recipes,leek-globe-artichoke-pie,30 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/leek-globe-artichoke-pie-c0dd0a2.jpg?quality=90&resize=440,400","Make this Greek-inspired pie as a centrepiece dish for a special occasion. Encased in fabulous filo pastry, it's packed with leeks, artichokes and cheese",440,27,13,30,5,15,15,1
904,vegetarian-greek-recipes,lighter-spanakopita,1 hr,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lighter-spanakopita-7b44e5b.jpg?quality=90&resize=440,400","This traditional Greek spinach and feta cheese pie gets a healthier makeover - we've slashed the fat, salt and calories",274,15,5,22,4,4,12,1.4
906,vegetarian-greek-recipes,pitta-bread,20 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pitta-bread-74a1b32.jpg?quality=90&resize=440,400",Rustle up homemade pitta bread to serve with dips or as a side dish to mop up juices. You can easily make them ahead and freeze them for a fail-safe snack,246,2,0.4,47,0.3,2,8,1
915,vegetarian-indian-recipes,simple-mushroom-curry,15 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/10/Simple-mushroom-curry-26e3403.jpg?quality=90&resize=556,505","Serve these garlicky mushrooms in a rich tomato masala spiced with ground ginger, fennel seeds and cumin for an autumnal supper. Enjoy with rice or naan",302,24,10,12,10,4,7,0.12
917,vegetarian-indian-recipes,dum-aloo,25 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/DumAloo-46e8044.jpg?quality=90&resize=556,505","Go meat-free with this Indian potato curry. Aromatic and full of flavour, it could work as a side dish or veggie main with your favourite sides",247,13,5,23,7,4,7,0.22
918,vegetarian-indian-recipes,squash-cabbage-sabzi,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/squash-cabbage-sabzi-183a403.jpg?quality=90&resize=440,400","Serve this veggie Indian at a Indian feast. Made with pumpkin, cabbage and spices, it makes a good side dish with dhal and rice, or eat as a main with roti",99,6,1,7,4,3,2,1.3
921,vegetarian-indian-recipes,bombay-potatoes,15 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-9393_11-42ef71f.jpg?quality=90&resize=93,84","Enjoy Bombay potatoes as a brilliant side dish to an epic feast. These Indian-style potatoes made with nuggets of juicy tomato are super-easy to make, spicy and moreish",268,9,1,37,9,6,6,0.05
924,vegetarian-indian-recipes,baked-veggie-korma,20 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/04/Baked-veggie-korma-c885ec2.jpg?quality=90&resize=556,505","Get the kids to help make this vegan take on a korma. With a clear list of ingredients and step-by-step method, the recipe is ideal for children aged seven to 11 who are learning to cook",477,34,12,23,10,9,16,1.7
925,vegetarian-indian-recipes,carrot-biriyani,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/gf_byriani-115d72c.jpg?quality=90&resize=440,400","Prepare and cook our low-calorie vegetarian biryani in just 25 minutes using carrot, cashew nuts and Indian spices. Serve with coriander and dollops of yogurt",358,15,3,42,8,7,10,1
928,vegetarian-indian-recipes,matar-paneer,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/matar-paneer-23ad16c.jpg?quality=90&resize=440,400",Serve this classic matar paneer with cheese and peas in a spicy tomato sauce as an easy midweek meal. This veggie Indian dish takes just 25 minutes to make,544,35,18,18,14,8,35,0.1
929,vegetarian-mexican-recipes,mexican-beans-avocado-toast,20 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mexican-beans-and-avo-33f4279.jpg?quality=90&resize=440,400",A vibrant Mexican-style breakfast with fresh avocado and black beans. Give yourself a healthy start with our easy vegan beans on toast with a twist,368,19,3,30,6,13,12,0.9
933,vegetarian-mexican-recipes,mexican-corn-salsa,5 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mexican-corn-salsa-2d1d5ee.jpg?quality=90&resize=440,400",This classic corn salsa is a simple Mexican recipe you can prep in 20 minutes. Leave to marinate before serving to intensify the vibrant flavours,44,1,0.1,7,4,2,1,0.01
935,vegetarian-mexican-recipes,mexican-potato-wedges,9 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-3824_11-2823bb8.jpg?quality=90&resize=440,400",Spice up your snacktime with these healthy potato wedges,370,7,1,55,0,12,25,2.58
936,vegetarian-mexican-recipes,black-bean-tortilla-soup,15 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2023/10/Black-bean-and-tortilla-soup-6efd9f3.jpg?quality=90&resize=556,505","Make the most of any tins of black beans in your cupboards and make this easy and satisfying soup. Serve with coriander, avocado, feta and pumpkin seeds",169,4,1,21,7,8,8,0.5
937,vegetarian-mexican-recipes,mexican-hot-chocolate,1 min,8 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/09/Mexican-hot-chocolate-98d2c8c.jpg?quality=90&resize=556,505","Be sure to add a frothy finish to this Mexican hot chocolate, which is warming and spiced with cinnamon, vanilla and chilli",276,11,7,32,30,2,10,0.5
939,vegetarian-mexican-recipes,mexican-bean-salad,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-7835_12-401eb52.jpg?quality=90&resize=440,400","Not one to leave your tummy rumbling, this filling salad really hits the spot and has a spicy kick",430,29,3,25,6,10,20,1.61
940,vegetarian-mexican-recipes,mexican-eggy-bread,10 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mexican-eggy-bread-04b4e52.jpg?quality=90&resize=440,400",Bring together two great brunch recipes – eggy bread and avocado on toast – then add a Mexican twist. A hit of chilli takes this to another level,829,39,13,76,9,8,40,2.6
941,vegetarian-mexican-recipes,baja-avocado-tacos-chipotle-cream-pickled-slaw,35 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baja-avocado-4f7a178.jpg?quality=90&resize=440,400","A veggie take on a Californian Baja fish taco, with crispy battered avocado with a spicy crema. You could also use fish or other veg, like asparagus",574,34,17,50,10,8,10,1.1
942,vegetarian-mexican-recipes,mexican-chilli-bean-tortilla,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-3090_11-9bd43ff.jpg?quality=90&resize=440,400",Colourful and delicious - a veggie feast for all the family,354,15,6,47,8,6,11,2.44
943,vegetarian-mexican-recipes,mexican-veggie-hash,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1283496_8-fa5a267.jpg?quality=90&resize=440,400","A storecupboard, vegetarian fry-up with beans, sweetcorn, avocado and eggs, served with soured cream and tortillas",671,46,14,47,4,12,18,0.5
944,vegetarian-mexican-recipes,tomato-burrito-rice,5 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/brazil-nut-burritos-9db45c8.jpg?quality=90&resize=440,400","Try using this spicy, Mexican-style rice in our Brazil nut burritos for lunch or dinner. With a spike of chilli heat, it's proof that comfort food needn't be bland",288,4,1,53,7,4,7,0.1
945,vegetarian-mexican-recipes,mexican-rice-bean-salad,20 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-870473_11-740653e.jpg?quality=90&resize=440,400",This low-fat spicy salad with Latin American flavours is packed with fresh vegetables for a filling lunch,326,10,2,44,4,6,11,0
946,vegetarian-mexican-recipes,mexican-bean-soup-guacamole,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/wdp-lunch-mexicanguacamolesoup_02051-d1c462c.jpg?quality=90&resize=440,400","This warming, spiced vegetarian soup packs in goodness and is filling too. The quick-to-assemble guacamole topping tastes as good as it looks",391,15,3,38,18,20,15,0.46
948,vegetarian-mexican-recipes,butternut-chilli,30 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/butternut-chilli-14a4860.jpg?quality=90&resize=440,400","This Mexican stew is hearty enough to satisfy both vegetarians and meat eaters, with butternut squash, black beans and juicy tomatoes",370,16,6,33,16,11,10,1.7
949,vegetarian-mexican-recipes,spicy-black-bean-tacos,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spicy-black-bean-tacos-6ac283a.jpg?quality=90&resize=440,400","These vegetarian bean tacos, lightly spiced with cumin and smoked paprika, are topped with fresh guacamole and a pomegranate salsa.",640,24,5,74,12,18,21,2.7
950,vegetarian-mexican-recipes,classic-guacamole,25 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/classic-guacamole-82c05fa.jpg?quality=90&resize=440,400","Enjoy a Mexican-inspired guacamole from chef Edson Diaz-Fuentes, with green jalapeños, coriander and lime. It's perfect to serve with tortilla chips",155,14,3,3,2,4,2,0.1
955,healthy-mexican-recipes,mexican-penne-avocado,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mexican-penne-5cd4efb.jpg?quality=90&resize=440,400","Get all five of your 5-a-day in this mildly spiced, healthy pasta dish. It's rich in iron, fibre and vitamin C as well as being low-fat and low-calorie.",495,15,3,65,26,18,15,0.4
